Logic ID,Rule ID,Logic Number,P1,Col,Operand,Val,P2,And Or
1610-7,1610,7,(,Dealer Comments,LIKE,*B11C2*,NULL,Or
1610-8,1610,8,NULL,Dealer Comments,LIKE,*broke*,NULL,Or
1610-9,1610,9,NULL,Dealer Comments,LIKE,*damag*,),NULL
1609-1,1609,1,(,model,=,Ram DT,NULL,Or
1609-2,1609,2,(,model,=,Ram HD,NULL,And
1609-3,1609,3,NULL,Model Year,>=,2019,)),And
1609-4,1609,4,(,Customer Comments,LIKE,*TSB 24*,NULL,Or
1609-5,1609,5,NULL,Dealer Comments,LIKE,*TSB 24*,),Or
1609-6,1609,6,NULL,Failure Code,=,service action,NULL,NULL
1608-1,1608,1,(,model,=,Ram DT,NULL,Or
1608-2,1608,2,(,model,=,Ram HD,NULL,And
1608-3,1608,3,NULL,Model Year,>=,2019,)),And
1608-4,1608,4,(,Customer Comments,LIKE,*stuck*,NULL,Or
1608-5,1608,5,NULL,Dealer Comments,LIKE,*bind*,NULL,Or
1608-6,1608,6,NULL,Customer Comments,LIKE,*t move*,NULL,Or
1608-7,1608,7,NULL,Dealer Comments,LIKE,*stuck*,NULL,Or
1608-8,1608,8,NULL,Dealer Comments,LIKE,*temp*,NULL,Or
1608-10,1608,10,NULL,Dealer Comments,LIKE,*blend*,NULL,Or
1608-11,1608,11,NULL,Customer Comments,LIKE,*blend*,NULL,Or
1608-12,1608,12,NULL,Customer Comments,LIKE,*B11CB*,NULL,Or
1608-13,1608,13,NULL,Dealer Comments,LIKE,*B11CB*,),NULL
1607-1,1607,1,(,Model,=,Compass MP,NULL,Or
1607-2,1607,2,NULL,Model,=,Compass M4,NULL,Or
1607-3,1607,3,NULL,model,=,Stelvio,NULL,Or
1607-4,1607,4,NULL,Model,=,Renegade,),And
1607-5,1607,5,(,Model Year,>=,2020,),And
1607-6,1607,6,(,Customer Comments,LIKE,*nois*,NULL,Or
1607-7,1607,7,NULL,Dealer Comments,LIKE,*nois*,),NULL
1606-1,1606,1,NULL,Model,=,Avalon,NULL,And
1606-2,1606,2,(,Vehicle Build Date,<,03/01/2019,NULL,And
1606-3,1606,3,NULL,Vehicle Build Date,>,09/01/2018,),And
1606-4,1606,4,NULL,Failure Code Desc,=,POOR PROGRAMMING,NULL,NULL
1605-1,1605,1,NULL,Model,=,Avalon,NULL,And
1605-2,1605,2,(,Vehicle Build Date,<=,09/01/2018,NULL,And
1605-3,1605,3,NULL,Vehicle Build Date,>,05/01/2018,),And
1605-4,1605,4,NULL,Failure Code Desc,=,POOR PROGRAMMING,NULL,And
1605-5,1605,5,NULL,Claimed Part Number,=,8816207020,NULL,NULL
1604-1,1604,1,NULL,customer,=,Subaru,NULL,And
1604-2,1604,2,NULL,Claim Category 2,LIKE,*post rc2011dash*,NULL,And
1604-3,1604,3,NULL,Customer Category,=,Navi Issue,NULL,And
1604-4,1604,4,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1603-1,1603,1,((,Model,=,Ram DT,NULL,Or
1603-2,1603,2,(,Model,=,Ram HD,NULL,And
1603-3,1603,3,NULL,Model Year,<=,2020,)),And
1603-4,1603,4,NULL,Claimed Part Number,LIKE,*6059A*,),And
1603-5,1603,5,(,Customer Comments,LIKE,*defrost*,NULL,Or
1603-6,1603,6,NULL,Dealer Comments,LIKE,*defrost*,NULL,Or
1603-7,1603,7,NULL,Customer Comments,LIKE,*foot*,NULL,Or
1603-8,1603,8,NULL,Dealer Comments,LIKE,*foot*,NULL,Or
1603-9,1603,9,NULL,Customer Comments,LIKE,*face*,NULL,Or
1603-10,1603,10,NULL,Dealer Comments,LIKE,*face*,NULL,Or
1603-11,1603,11,NULL,Customer Comments,LIKE,*mode*,NULL,Or
1603-12,1603,12,NULL,Dealer Comments,LIKE,*B11C2-92*,NULL,Or
1603-13,1603,13,NULL,Customer Comments,LIKE,*B11C2-92*,NULL,Or
1603-14,1603,14,NULL,Dealer Comments,LIKE,*mode*,),NULL
1601-1,1601,1,(,Model Platform,=,DT,),And
1601-2,1601,2,(,Customer Comments,LIKE,*inop*,NULL,Or
1601-3,1601,3,NULL,Customer Comments,LIKE,*not work*,NULL,Or
1601-4,1601,4,NULL,Customer Comments,LIKE,*hot*,NULL,Or
1601-5,1601,5,NULL,Customer Comments,LIKE,*no co*,NULL,Or
1601-6,1601,6,NULL,Customer Comments,LIKE,*not co*,NULL,Or
1601-7,1601,7,NULL,Customer Comments,LIKE,* warm*,),NULL
1599-1,1599,1,NULL,customer,=,Subaru,NULL,And
1599-2,1599,2,(,Customer Category,=,Black Screen,NULL,Or
1599-3,1599,3,NULL,Customer Category,=,Black Screen/Freezing,),And
1599-4,1599,4,NULL,Claim Comment,=,RC2011,NULL,And
1599-5,1599,5,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1598-1,1598,1,NULL,Customer,=,GM,NULL,And
1598-2,1598,2,NULL,Datalink,LIKE,*BCM*,NULL,And
1598-3,1598,3,NULL,Datalink,LIKE,*Reprogram*,NULL,And
1598-4,1598,4,(,Issue ID,IS NULL,NULL,NULL,Or
1598-5,1598,5,NULL,Issue ID,=,0,),NULL
1595-1,1595,1,(,Claimed Part Number,=,68306261AB,NULL,Or
1595-2,1595,2,NULL,Claimed Part Number,=,68306261AA,),And
1595-3,1595,3,(,Customer Comments,LIKE,*P2481*,NULL,Or
1595-4,1595,4,NULL,Customer Comments,LIKE,*P2482*,NULL,Or
1595-5,1595,5,NULL,Customer Comments,LIKE,*P2483*,NULL,Or
1595-6,1595,6,NULL,Dealer Comments,LIKE,*P2481*,NULL,Or
1595-7,1595,7,NULL,Dealer Comments,LIKE,*P2482*,NULL,Or
1595-8,1595,8,NULL,Dealer Comments,LIKE,*P2483*,),NULL
1594-1,1594,1,(,Claimed Part Number,=,68306262AB,NULL,Or
1594-2,1594,2,NULL,Claimed Part Number,=,68306262AA,),And
1594-3,1594,3,(,Customer Comments,LIKE,*P2470*,NULL,Or
1594-4,1594,4,NULL,Customer Comments,LIKE,*P2471*,NULL,Or
1594-5,1594,5,NULL,Customer Comments,LIKE,*P2472*,NULL,Or
1594-6,1594,6,NULL,Dealer Comments,LIKE,*P2470*,NULL,Or
1594-7,1594,7,NULL,Dealer Comments,LIKE,*P2471*,NULL,Or
1594-8,1594,8,NULL,Dealer Comments,LIKE,*P2472*,),NULL
1593-1,1593,1,(,Claimed Part Number,=,68306261AA,NULL,Or
1593-2,1593,2,NULL,Claimed Part Number,=,68306261AB,),And
1593-3,1593,3,(,Customer Comments,LIKE,*P242B*,NULL,Or
1593-4,1593,4,NULL,Customer Comments,LIKE,*P242C*,NULL,Or
1593-5,1593,5,NULL,Customer Comments,LIKE,*P242D*,NULL,Or
1593-6,1593,6,NULL,Dealer Comments,LIKE,*P242B*,NULL,Or
1593-7,1593,7,NULL,Dealer Comments,LIKE,*P242C*,NULL,Or
1593-8,1593,8,NULL,Dealer Comments,LIKE,*P242D*,),NULL
1592-1,1592,1,(,Claimed Part Number,=,68306262AA,NULL,Or
1592-2,1592,2,NULL,Claimed Part Number,=,68306262AB,),And
1592-3,1592,3,(,Customer Comments,LIKE,*P2031*,NULL,Or
1592-4,1592,4,NULL,Customer Comments,LIKE,*P2032*,NULL,Or
1592-5,1592,5,NULL,Customer Comments,LIKE,*P2033*,NULL,Or
1592-6,1592,6,NULL,Dealer Comments,LIKE,*P2031*,NULL,Or
1592-7,1592,7,NULL,Dealer Comments,LIKE,*P2032*,NULL,Or
1592-8,1592,8,NULL,Dealer Comments,LIKE,*P2033*,),NULL
1591-1,1591,1,(,Claimed Part Number,=,68306261AB,NULL,Or
1591-2,1591,2,NULL,Claimed Part Number,=,68306261AA,),And
1591-3,1591,3,(,Customer Comments,LIKE,*P0544*,NULL,Or
1591-4,1591,4,NULL,Customer Comments,LIKE,*P0545*,NULL,Or
1591-5,1591,5,NULL,Customer Comments,LIKE,*P0546*,NULL,Or
1591-6,1591,6,NULL,Dealer Comments,LIKE,*P0544*,NULL,Or
1591-7,1591,7,NULL,Dealer Comments,LIKE,*P0545*,NULL,Or
1591-8,1591,8,NULL,Dealer Comments,LIKE,*P0546*,),NULL
1588-1,1588,1,NULL,customer,=,Subaru,NULL,And
1588-2,1588,2,NULL,Claim Category,=,DTC P0137,NULL,NULL
1587-1,1587,1,NULL,customer,=,Subaru,NULL,And
1587-2,1587,2,(,Claim Category,=,DTC B1610,NULL,Or
1587-3,1587,3,NULL,Claim Category,=,DTC B1610 B1615,NULL,Or
1587-4,1587,4,NULL,Claim Category,=,Right Front Sensor,),And
1587-5,1587,5,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1586-1,1586,1,NULL,customer,=,Subaru,NULL,And
1586-2,1586,2,NULL,Customer Category,=,Freezing,NULL,And
1586-3,1586,3,NULL,Claim Comment,=,RC2011,NULL,And
1586-4,1586,4,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1585-0,1585,0,NULL,customer,=,Subaru,NULL,And
1585-1,1585,1,NULL,Customer Category,=,Freezing,NULL,And
1585-2,1585,2,(,Claim Comment,=,RC1,NULL,Or
1585-3,1585,3,NULL,Claim Comment,=,RC1912,NULL,Or
1585-5,1585,5,NULL,Claim Comment,=,RC2003FOTA,NULL,Or
1585-6,1585,6,NULL,Claim Comment,=,SOP,),And
1585-7,1585,7,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1583-1,1583,1,NULL,Model Platform,=,DT,NULL,And
1583-2,1583,2,(,Customer Comments,LIKE,*Nois*,NULL,Or
1583-3,1583,3,NULL,Dealer Comments,LIKE,*Nois*,),NULL
1581-1,1581,1,((,Model Platform,LIKE,*DT*,NULL,And
1581-2,1581,2,NULL,Vehicle Build Date,>=,08/01/2021,NULL,And
1581-3,1581,3,NULL,Vehicle Build Date,<,08/29/2022,),And
1581-4,1581,4,(,Customer Comments,LIKE,*whistle noise*,NULL,Or
1581-5,1581,5,NULL,Customer Comments,LIKE,*wind noise*,NULL,Or
1581-6,1581,6,NULL,Dealer Comments,LIKE,*S2224000010*,NULL,Or
1581-7,1581,7,NULL,Dealer Comments,LIKE,*wind noise*,NULL,Or
1581-8,1581,8,NULL,Customer Comments,LIKE,*whirl**noise*,NULL,Or
1581-9,1581,9,NULL,Customer Comments,LIKE,*noise*,NULL,Or
1581-10,1581,10,NULL,Dealer Comments,LIKE,*whistle noise*,)),NULL
1577-1,1577,1,(,Model,=,Corolla,NULL,Or
1577-2,1577,2,NULL,Model,=,Highlander,),And
1577-3,1577,3,(,Model Year,=,2020,NULL,Or
1577-4,1577,4,NULL,Model Year,=,2021,),And
1577-5,1577,5,NULL,Vehicle Build Date,<=,1/28/2021,NULL,And
1577-6,1577,6,(,Complaint Code,=,62,NULL,Or
1577-7,1577,7,NULL,Failure Code,=,57,),And
1577-8,1577,8,(,Issue ID,IS NULL,NULL,NULL,Or
1577-9,1577,9,NULL,Issue ID,=,0,),NULL
1575-1,1575,1,NULL,Make,=,Toyota,NULL,And
1575-2,1575,2,NULL,Model,=,RX,NULL,And
1575-3,1575,3,(,Model Year,<=,2018,NULL,And
1575-4,1575,4,NULL,Model Year,>=,2017,),And
1575-5,1575,5,NULL,Claim Category,=,NULL,NULL,NULL
1574-1,1574,1,(,Model Year,=,2020,NULL,Or
1574-2,1574,2,NULL,Model Year,=,2021,NULL,Or
1574-3,1574,3,NULL,Model Year,=,2022,),And
1574-4,1574,4,NULL,Vehicle Build Date,<=,2/3/2022,NULL,And
1574-5,1574,5,NULL,model,=,Camry,NULL,And
1574-6,1574,6,NULL,Engine,=,A25AFKS,NULL,And
1574-7,1574,7,(,Dealer Comments,LIKE,*05-22*,NULL,Or
1574-8,1574,8,NULL,Correction Comments,LIKE,*05-22*,NULL,Or
1574-9,1574,9,NULL,Dealer Comments,LIKE,*5501*,NULL,Or
1574-10,1574,10,NULL,Correction Comments,LIKE,*5501*,NULL,Or
1574-11,1574,11,NULL,Dealer Comments,LIKE,*800279*,NULL,Or
1574-12,1574,12,NULL,Correction Comments,LIKE,*800279*,),NULL
1558-1,1558,1,NULL,Model Year,=,2020,NULL,And
1558-2,1558,2,NULL,Model,=,Sienna,NULL,And
1558-3,1558,3,NULL,Vehicle Build Date,>=,3/5/2020,NULL,And
1558-4,1558,4,NULL,Vehicle Build Date,<=,3/31/2020,NULL,And
1558-5,1558,5,(,Complaint Code Desc,=,ABNORMAL SMELL,NULL,Or
1558-6,1558,6,NULL,Complaint Code Desc,=,"WATER LEAK,WATER ENTERING",),And
1558-7,1558,7,(,Issue ID,IS NULL,NULL,NULL,Or
1558-8,1558,8,NULL,Issue ID,=,0,),NULL
1551-1,1551,1,NULL,Customer,=,Subaru,NULL,And
1551-2,1551,2,(,Dealer Comments,LIKE,*o-ring*,NULL,Or
1551-3,1551,3,NULL,Dealer Comments,LIKE,*oring*,NULL,Or
1551-4,1551,4,NULL,Dealer Comments,LIKE,*o-rings*,NULL,Or
1551-5,1551,5,NULL,Dealer Comments,LIKE,*orings*,),NULL
1512-1,1512,1,NULL,Customer,=,GM,NULL,And
1512-2,1512,2,NULL,Datalink,=,StarterHFV6Gen1,NULL,And
1512-3,1512,3,NULL,Vehicle Build Date,>=,1/1/2019,NULL,And
1512-4,1512,4,NULL,Vehicle Build Date,<,1/1/2020,NULL,And
1512-5,1512,5,(,Claim Category,LIKE,*blown*,NULL,Or
1512-6,1512,6,NULL,Claim Category,LIKE,*flex*,),NULL
1502-1,1502,1,NULL,Customer,=,Toyota,NULL,And
1502-2,1502,2,((,Model Year,=,2020,NULL,And
1502-3,1502,3,NULL,Model,=,Highlander,),Or
1502-4,1502,4,(,Model Year,=,2021,NULL,And
1502-5,1502,5,NULL,Model,=,Highlander,),Or
1502-6,1502,6,(,Model Year,=,2021,NULL,And
1502-7,1502,7,NULL,Model,=,Sienna,)),And
1502-8,1502,8,(,Correction Comments,LIKE,*049-21*,NULL,Or
1502-9,1502,9,NULL,Dealer Comments,LIKE,*049-21*,NULL,Or
1502-10,1502,10,NULL,Correction Comments,LIKE,*800269*,NULL,Or
1502-11,1502,11,NULL,Dealer Comments,LIKE,*800269*,NULL,Or
1502-12,1502,12,NULL,Labor Code,LIKE,*800269*,),NULL
1498-1,1498,1,NULL,customer,=,Subaru,NULL,And
1498-2,1498,2,(,Claim Category,LIKE,*B1610*,NULL,And
1498-3,1498,3,NULL,Claim Category,LIKE,*B1615*,),NULL
1497-1,1497,1,NULL,Customer,=,Subaru,NULL,And
1497-2,1497,2,(,Claim Category,=,DTC B1610,NULL,Or
1497-3,1497,3,NULL,Dealer Comments,LIKE,*right front*,NULL,Or
1497-4,1497,4,NULL,Dealer Comments,LIKE,*front RH*,),NULL
1493-1,1493,1,NULL,customer,=,Subaru,NULL,And
1493-2,1493,2,NULL,Claim Category,LIKE,*pressure Sensor*,NULL,And
1493-3,1493,3,NULL,Model Year,>,2019,NULL,NULL
1492-1,1492,1,NULL,customer,=,Subaru,NULL,And
1492-2,1492,2,NULL,Claim Category,LIKE,*leak*,NULL,NULL
1491-1,1491,1,NULL,customer,=,Subaru,NULL,And
1491-2,1491,2,NULL,Claim Category,LIKE,*weak Signal*,NULL,NULL
1489-1,1489,1,NULL,Customer,=,Subaru,NULL,And
1489-2,1489,2,NULL,Customer Category,=,Lines on Display,NULL,And
1489-3,1489,3,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1488-1,1488,1,NULL,customer,=,Subaru,NULL,And
1488-2,1488,2,NULL,Customer Category,=,Black Screen,NULL,And
1488-3,1488,3,(,Claim Comment,=,RC1,NULL,Or
1488-4,1488,4,NULL,Claim Comment,=,RC1912,NULL,Or
1488-5,1488,5,NULL,Claim Comment,=,RC2003FOTA,NULL,Or
1488-6,1488,6,NULL,Claim Comment,=,SOP,NULL,Or
1488-7,1488,7,NULL,Claim Comment,=,RC2003,),And
1488-8,1488,8,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1487-1,1487,1,NULL,customer,=,Subaru,NULL,And
1487-2,1487,2,NULL,Customer Category,=,Resetting,NULL,And
1487-3,1487,3,NULL,Claim Comment,=,RC2011,NULL,And
1487-4,1487,4,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1486-1,1486,1,NULL,Customer,=,Subaru,NULL,And
1486-2,1486,2,NULL,Claim Category,LIKE,*Clamp Puncture*,NULL,NULL
1485-1,1485,1,NULL,customer,=,Subaru,NULL,And
1485-2,1485,2,(,Claim Category,LIKE,*DTC B1794*,NULL,Or
1485-3,1485,3,NULL,Claim Category,LIKE,*DTC B1793*,NULL,Or
1485-4,1485,4,NULL,Claim Category,LIKE,*DTC B1788*,),NULL
1484-1,1484,1,(,Model,=,Compass MP,NULL,Or
1484-2,1484,2,NULL,Model,=,Journey,),And
1484-3,1484,3,(,Vehicle Build Date,>=,9/1/2020,NULL,And
1484-4,1484,4,NULL,Vehicle Build Date,<,10/1/2020,),NULL
1483-1,1483,1,NULL,Model,=,Rav4,NULL,And
1483-2,1483,2,NULL,Claim Category,=,Reprogram,NULL,And
1483-3,1483,3,(,Issue ID,IS NULL,NULL,NULL,Or
1483-4,1483,4,NULL,Issue ID,=,0,),NULL
1482-1,1482,1,NULL,Model,=,Rav4,NULL,And
1482-2,1482,2,NULL,Claim Category,LIKE,*TSB*,NULL,And
1482-3,1482,3,(,Issue ID,IS NULL,NULL,NULL,Or
1482-4,1482,4,NULL,Issue ID,=,0,),NULL
1480-0,1480,0,NULL,Model,=,Camry,NULL,And
1480-1,1480,1,((,Claimed Part Number,LIKE,*88710*,NULL,And
1480-3,1480,3,NULL,Vehicle Build Date,<=,3/20/2020,),Or
1480-4,1480,4,(,Claimed Part Number,LIKE,*88716*,NULL,And
1480-5,1480,5,NULL,Vehicle Build Date,<=,5/22/2019,),Or
1480-6,1480,6,(,Claimed Part Number,LIKE,*88707*,NULL,And
1480-7,1480,7,NULL,Vehicle Build Date,<=,8/22/2019,)),And
1480-8,1480,8,NULL,Model Year,>=,2018,NULL,NULL
1479-1,1479,1,NULL,Customer,=,Subaru,NULL,And
1479-2,1479,2,NULL,Claim Comment,=,RC2011,NULL,And
1479-3,1479,3,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1478-1,1478,1,NULL,Datalink,=,FuelInjectorDMAX,NULL,And
1478-2,1478,2,NULL,Customer,=,GM,NULL,And
1478-3,1478,3,NULL,Model Year,>=,2016,NULL,And
1478-4,1478,4,NULL,Model Year,<=,2023,NULL,And
1478-5,1478,5,(,Issue ID,IS NULL,NULL,NULL,Or
1478-6,1478,6,NULL,Issue ID,=,0,),And
1478-7,1478,7,NULL,Claim Category,=,Leak,NULL,NULL
1477-1,1477,1,NULL,Customer,=,Ford,NULL,And
1477-2,1477,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1477-3,1477,3,NULL,Vehicle Build Date,<,10/1/19,NULL,And
1477-4,1477,4,NULL,Model Year,=,2020,NULL,And
1477-5,1477,5,NULL,Model,LIKE,*Aviator*,NULL,NULL
1476-1,1476,1,NULL,Customer,=,Ford,NULL,And
1476-2,1476,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1476-3,1476,3,NULL,Model Year,=,2020,NULL,And
1476-4,1476,4,NULL,Datalink,=,CondenserCD6,NULL,NULL
1475-1,1475,1,NULL,customer,=,Subaru,NULL,And
1475-2,1475,2,NULL,Customer Category,=,Update Failure,NULL,And
1475-3,1475,3,(,Claim Comment,=,RC1,NULL,Or
1475-4,1475,4,NULL,Claim Comment,=,RC1912,NULL,Or
1475-5,1475,5,NULL,Claim Comment,=,RC2003,NULL,Or
1475-6,1475,6,NULL,Claim Comment,=,RC2003FOTA,NULL,Or
1475-7,1475,7,NULL,Claim Comment,=,SOP,),And
1475-8,1475,8,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1474-1,1474,1,NULL,Customer,=,GM,NULL,And
1474-2,1474,2,NULL,Model Year,=,2020,NULL,And
1474-3,1474,3,NULL,Product Description,=,TXV Expansion Valve,NULL,And
1474-4,1474,4,NULL,Claim Category,=,Noisy,NULL,And
1474-5,1474,5,(,Issue ID,=,0,NULL,Or
1474-6,1474,6,NULL,Issue ID,IS NULL,NULL,),NULL
1472-1,1472,1,NULL,model,LIKE,*D*,NULL,And
1472-2,1472,2,NULL,Vehicle Build Date,>,03/20/2020,NULL,And
1472-3,1472,3,(,Customer Comments,LIKE,*10EB-19*,NULL,Or
1472-4,1472,4,NULL,Dealer Comments,LIKE,*10EB-19*,NULL,Or
1472-5,1472,5,NULL,Customer Comments,LIKE,*over cur*,NULL,Or
1472-6,1472,6,NULL,Dealer Comments,LIKE,*over cur*,NULL,Or
1472-7,1472,7,NULL,Dealer Comments,LIKE,*overcur*,NULL,Or
1472-8,1472,8,NULL,Customer Comments,LIKE,*overcur*,NULL,Or
1472-9,1472,9,NULL,Customer Comments,LIKE,*-19*,NULL,Or
1472-10,1472,10,NULL,Dealer Comments,LIKE,*-19*,),NULL
1471-1,1471,1,NULL,Model,LIKE,*D*,NULL,And
1471-2,1471,2,NULL,Vehicle Build Date,>,12/19/2019,NULL,And
1471-3,1471,3,(,Customer Comments,LIKE,*B10EB-4B*,NULL,Or
1471-4,1471,4,NULL,Dealer Comments,LIKE,*B10EB-4B*,NULL,Or
1471-5,1471,5,NULL,Customer Comments,LIKE,*over temp*,NULL,Or
1471-6,1471,6,NULL,Dealer Comments,LIKE,*over temp*,NULL,Or
1471-7,1471,7,NULL,Dealer Comments,LIKE,*overtemp*,NULL,Or
1471-8,1471,8,NULL,Customer Comments,LIKE,*overtemp*,NULL,Or
1471-9,1471,9,NULL,Dealer Comments,LIKE,*4B*,),NULL
1470-1,1470,1,(,Model Code,LIKE,*DT*,NULL,Or
1470-2,1470,2,(,model,=,Ram HD,NULL,And
1470-3,1470,3,NULL,Model Year,>=,2019,)),And
1470-4,1470,4,(,Customer Comments,LIKE,*whistle*,NULL,Or
1470-5,1470,5,NULL,Customer Comments,LIKE,*wind*,NULL,Or
1470-6,1470,6,NULL,Dealer Comments,LIKE,*whistle*,NULL,Or
1470-7,1470,7,NULL,Dealer Comments,LIKE,*wind*,),NULL
1469-1,1469,1,((,Model,=,Ram DT,NULL,Or
1469-2,1469,2,NULL,Model,=,Ram HD,),And
1469-3,1469,3,NULL,Claimed Part Number,LIKE,68396062A*,),And
1469-4,1469,4,(,Customer Comments,LIKE,*water*,NULL,Or
1469-5,1469,5,NULL,Customer Category 2,LIKE,*Corrosion*,NULL,Or
1469-6,1469,6,NULL,Dealer Comments,LIKE,*inop*,NULL,Or
1469-7,1469,7,NULL,Dealer Comments,LIKE,*stuck*,NULL,Or
1469-8,1469,8,NULL,Dealer Comments,LIKE,*water*,),NULL
1468-1,1468,1,(,Model Platform,LIKE,*DT*,NULL,Or
1468-2,1468,2,(,model,=,Ram HD,NULL,And
1468-3,1468,3,NULL,Model Year,>=,2019,)),And
1468-4,1468,4,(,Dealer Comments,LIKE,*engine off*,NULL,Or
1468-5,1468,5,NULL,Dealer Comments,LIKE,*shut down*,NULL,Or
1468-6,1468,6,NULL,Dealer Comments,LIKE,*shutdown*,NULL,Or
1468-7,1468,7,NULL,Customer Comments,LIKE,*engine off*,NULL,Or
1468-8,1468,8,NULL,Customer Comments,LIKE,*shut down*,NULL,Or
1468-9,1468,9,NULL,Customer Comments,LIKE,*Nois*,NULL,Or
1468-10,1468,10,NULL,Customer Comments,LIKE,*shutdown*,),And
1468-11,1468,11,NULL,Vehicle Build Date,<,11/3/2021,NULL,NULL
1467-1,1467,1,NULL,Customer,=,GM,NULL,And
1467-2,1467,2,NULL,Model Year,=,2020,NULL,And
1467-3,1467,3,NULL,Product Description,=,Actuator,NULL,And
1467-4,1467,4,NULL,Claim Category,=,Inop,NULL,And
1467-5,1467,5,(,Issue ID,=,0,NULL,Or
1467-6,1467,6,NULL,Issue ID,IS NULL,NULL,),NULL
1466-1,1466,1,NULL,Customer,=,GM,NULL,And
1466-2,1466,2,NULL,Model Year,>=,2016,NULL,And
1466-3,1466,3,NULL,Claim Category,=,Leak,NULL,And
1466-4,1466,4,(,Issue ID,=,0,NULL,Or
1466-5,1466,5,NULL,Issue ID,IS NULL,NULL,),NULL
1465-1,1465,1,NULL,Customer,=,GM,NULL,And
1465-2,1465,2,NULL,Model Year,>=,2020,NULL,And
1465-3,1465,3,NULL,Datalink,LIKE,*Compressor*,NULL,And
1465-4,1465,4,NULL,Claim Category,=,A/C Inop,NULL,And
1465-5,1465,5,(,Issue ID,=,0,NULL,Or
1465-6,1465,6,NULL,Issue ID,IS NULL,NULL,),NULL
1464-1,1464,1,NULL,Customer,=,Ford,NULL,And
1464-2,1464,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1464-3,1464,3,NULL,Vehicle Build Date,<,10/1/19,NULL,And
1464-4,1464,4,NULL,Model Year,=,2020,NULL,And
1464-5,1464,5,NULL,Model,LIKE,*Aviator*,NULL,NULL
1463-1,1463,1,((,Model Platform,LIKE,*DT*,NULL,And
1463-2,1463,2,NULL,Vehicle Build Date,<,02/03/2020,),And
1463-3,1463,3,(,Dealer Comments,LIKE,*B11FE*,NULL,Or
1463-4,1463,4,NULL,Dealer Comments,LIKE,*Short to ground*,NULL,Or
1463-5,1463,5,NULL,Dealer Comments,LIKE,*V04*,NULL,Or
1463-6,1463,6,NULL,Customer Comments,LIKE,*B11FE*,NULL,Or
1463-7,1463,7,NULL,Customer Comments,LIKE,*Short to ground*,NULL,Or
1463-8,1463,8,NULL,Customer Comments,LIKE,*V04*,)),NULL
1462-1,1462,1,((,Model Platform,LIKE,*DT*,NULL,And
1462-2,1462,2,NULL,Vehicle Build Date,>,02/03/2020,),And
1462-3,1462,3,(,Dealer Comments,LIKE,*XY350A*,NULL,Or
1462-4,1462,4,NULL,Dealer Comments,LIKE,*B11FE*,NULL,Or
1462-5,1462,5,NULL,Dealer Comments,LIKE,*XY322A*,NULL,Or
1462-6,1462,6,NULL,Dealer Comments,LIKE,*Z911*,NULL,Or
1462-7,1462,7,NULL,Customer Comments,LIKE,*XY350A*,NULL,Or
1462-8,1462,8,NULL,Customer Comments,LIKE,*B11FE*,NULL,Or
1462-9,1462,9,NULL,Customer Comments,LIKE,*XY322A*,NULL,Or
1462-10,1462,10,NULL,Customer Comments,LIKE,*Z911*,)),NULL
1461-1,1461,1,(,Model Platform,LIKE,*DT*,NULL,And
1461-2,1461,2,(,Dealer Comments,LIKE,*XY350A*,NULL,Or
1461-3,1461,3,NULL,Dealer Comments,LIKE,*B11FE*,NULL,Or
1461-4,1461,4,NULL,Dealer Comments,LIKE,*X322A*,NULL,Or
1461-5,1461,5,NULL,Dealer Comments,LIKE,*Z911*,NULL,Or
1461-6,1461,6,NULL,Customer Comments,LIKE,*XY350A*,NULL,Or
1461-7,1461,7,NULL,Customer Comments,LIKE,*B11FE*,NULL,Or
1461-8,1461,8,NULL,Customer Comments,LIKE,*X322A*,NULL,Or
1461-9,1461,9,NULL,Customer Comments,LIKE,*Z911*,)),NULL
1460-1,1460,1,(,Model Platform,LIKE,*DT*,NULL,And
1460-2,1460,2,(,Dealer Comments,LIKE,*XY350A*,NULL,Or
1460-3,1460,3,NULL,Dealer Comments,LIKE,*B11FE*,NULL,Or
1460-4,1460,4,NULL,Dealer Comments,LIKE,*XY322A*,NULL,Or
1460-5,1460,5,NULL,Dealer Comments,LIKE,*Z911*,NULL,Or
1460-6,1460,6,NULL,Customer Comments,LIKE,*XY350A*,NULL,Or
1460-7,1460,7,NULL,Customer Comments,LIKE,*B11FE*,NULL,Or
1460-9,1460,9,NULL,Customer Comments,LIKE,*XY322A*,NULL,Or
1460-10,1460,10,NULL,Customer Comments,LIKE,*Z911*,)),NULL
1459-1,1459,1,NULL,Customer,=,GM,NULL,And
1459-2,1459,2,NULL,Datalink,=,FuelInjectorDMAX,NULL,And
