Issue ID,Owner,Customer,Subject,Status,DN Part ID,Checksheet ID,Major Issue No,Customer Tracking Number,Bulletin Number,DN Design Location,DN Plant ID,Responsibility Category,Progress Updates,Countermeasure,Vehicles Affected,Failure Ratio,DN Share Ratio,Service Contribution Ratio,Activated,SQL Code
2779,Pat Macatula,Ford,23-24MY Ford F150 Lightning ï¿½? Inverter Module Not Responding due to PCB Corrosion,Under Investigation,169,NULL,NA00010593,,,DNJP,DMTN,TFCA,"Customer complaint for various concerns.  Dealer determined no communication from ISC.  Dealer replaced ISC and vehicle condition is fixed.  Corrosion found on PCB.  Evidence of Fluid Ingress on Copper Pads.  Unknown substance on busbar and capacitor casing.    ",8/12/25 Van Dyke Electrical Powertrain Center Final Quality Audit dept now using approved cleaning process.,NULL,NULL,NULL,NULL,NULL,NULL
2778,Yuhi Sasaki,Toyota,TMNA/TCI 24-25MY Land Cruiser - HVAC - Cabin Temperature Hotter Than Set Temperature,Trend Watching,114,NULL,NA00010625,,,DNJP,,,Customer states the vehicle cabin temperature is hotter than what the temperature is set to.,,NULL,NULL,NULL,NULL,NULL,NULL
2777,Ryan Mowery,Honda,[HONDA] 23MY HRV 4.5L Washer Tank Leak Canada Market,Closed,222,NULL,NA00009474,,,,,,"Washer tank leak confirmed on Canada market  Honda Shoken vehicle (long term durability test vehicle) with 3-piece 4.5L washer tank.  Leak location confirmed at joint between lower and middle sections of the tank assembly.  The leak occurred at low temperature (-10C per Honda report).  Additionally, there are 9 VINS with customer complaint of washer fluid leaking from Canada market 4.5L 3-piece tank.  Dealerships are replacing various components in tank assembly (mouth, grommet, level sensor, and/or tank) to repair.  From affected VINS, 2 returned for additional repair.  There are 0 claims from 1.5L tank applied to US market.   ","No countermeasure will apply to DENSO design or manufacturing.  Honda will change tank datum scheme (design change) and HDM tank tightening sequence (manufacturing change).  DMNC-MI provided sample tanks to Honda Japan TSD (via HDMA MQ) for countermeasure investigation.  ",NULL,NULL,NULL,NULL,NULL,NULL
2776,,Ford,24-25MY Ford Escape 1.5L- MIL On with DTC P0300 & P0316 Leading to Spark Plug Replacement,Under Investigation,177,NULL,NA00010591,,,DNJP,DNJP,,"N=7 Parts Recovered , N=6 send to DNJP , N=1 Locating Part. ",,NULL,NULL,NULL,NULL,NULL,NULL
2775,Ryan Mowery,Honda,[HONDA] 24MY Honda Passport Center Display Intermittent Flicker,Under Investigation,280,NULL,NA00010616,,,DIAM,DMTN-204,,"Customer complain Center Display (non DN) has intermittent flicker.  Dealers are replacing Infotainment Control Unit (DN), LVDS cable (non-DN), and Center display (non-DN) to repair the vehicle.  Honda MQ has eliminated Display as causal part (AB-BA swap) but has not isolated the failure to IVI or LVDS cable.  All infotainment Control Unit returned to DMTN (both warranty and 0km) have tested NTF.",,NULL,NULL,NULL,NULL,NULL,NULL
2774,,Honda,11MY Pilot - Safety Restraint System Electrical Control Unit,Closed,199,NULL,NA00001317,,,,,,Customer states Airbag light is on,,NULL,NULL,NULL,NULL,NULL,NULL
2773,,Honda,Honda Pilot IVI - Blue & Black Screen resulting in no backup camera,Closed,275,NULL,NA00008562,,,,,," 1. Customer Complaint:   -Honda Alabama AAP (Previously known as HMA) reported 1 Passport IVI that when the vehicle was placed into  reverse would change to a blue screen and then black screen.  -The blue and black screen prevented the rear camera image from being displayed (FMVSS requirement).  2. Background:  -Claim was issued as a B-Rank by AAP on 4/9/21. Changed B?ï¿½ï¿½A-Rank 6/17/21  -Production historyat DMTN showed the IVI failed initially in process, but passed retest after no abnormality   could be determined.  3. Current Status:  -Part was hand carried to DMTN on 4/9/21, with understanding that the claim could be escalated to A-Rank.  -Upon part return DMTN tested the IVI both in-process and on the lab test bench.   -7 tests on room temp tester in process. Result was 5 failures & 2 passing condition.  -20 tests on bench. Result was 20 failures.  -DENSO thinking is NG condition may ...","Texas Instruments Why Made:ï¿½?NoneWhy Shipped:ï¿½?Investigated potential improvement to ATE, however DIAM design does not currently have the manpower to provide support in investigation. Thus we will rely on DMTN why shipped CM to prevent additional flowout / recurrence.DMTN: Why Made: ï¿½?NoneWhy Shipped:DMTN has enhanced Room temperature  testing from 1 camera check to 1 camera check + 1 check/sec for 40sec in order  to increase detectability for camera related issues.   The 40sec camera check was  implemented at Room Temp and tested with the NG customer return unit 500x. The  unit failed all 500 times.   ",NULL,NULL,NULL,NULL,NULL,NULL
2772,Devon Williams,Toyota,"[TMNA/TCI] 24MY-25MY Multiple Models - Front AF sensor (Plus6fz) post-post C/M (P219519, P00D562)",Under Investigation,160,NULL,NA00010512,,,DNJP,DNJP/DMAT,,Check Engine Light On,,NULL,NULL,NULL,NULL,NULL,NULL
2771,,TASA,"<Argentina-IMV>A/C amplifier malfunction, uncommanded reset, new case in TASA fleet vehicle",Under Investigation,120,NULL,NA00007099,,,,,,"Control panel suddenly resets while driving, and no air comes out from the ducts. Problem happens in either Manual or Automatic mode, either Fresh or Recirculating air, Rear Face ON or OFF. A/C turns off during 3 seconds and then, in Manual mode, takes 5 seconds to return to the previous blower speed. In Automatic mode, it takes 15 seconds to do so. This problem happened in a TASA fleet vehicle. See attached problem description for details.Go&Study activity was performed between October 8th and 11th. Key points:- G&S was atended by DNAZ, DNJP, DNBR, DNAR and TASA personnel.- Problem was reproduced a few times. DNJP/DNAZ members could collect information, but no conclusion yet.- DNJP suspects about some interference from vehicle side (another component, wire harnesss, etc.). They will do deeper analysis and continue the investigation.Next steps after G&S:1) Detailed summary of activity at...",,NULL,NULL,NULL,NULL,NULL,NULL
2770,,Honda,12MY Accord - ACG (Alternator) - Drive bearing missing grease,Closed,183,NULL,NA00001316,,,,,,"Due to a lack of grease in the bearing, it overheated and caused a seizure of the alternator. This cause the vehicle battery to discharge which led to a no start.    * 711 Miles to Failure, 7 Days to Failure  * 1 part returned for analysis in CQ warranty system.  DMTN confirmed inop ACG  *  Drive bearing would not rotate. Drive bearing cage is melted. Due to melted cage, the rotor centerline changed & caused rubbing with the Stator core. Rubbing is secondary failure to bearing failure.   *  Drive bearing supplier (Koyo) analysis could not find any evidence of bearing grease. Due to no grease, this return is judged as Supplier Defect. Drive Bearing Supplier confirmed their process can detect no grease bearing. Investigation into root cause is on going & will be explained via Market Investigation Report.     *  Performed tests with 3 greaseless bearing.  1. Rapid Speed change  2. Belt Over...","Temp C/M  Grease weight scale confirmed with masters, rejecting limits OK.  Visited supplier to confirm control of no grease in bearing.    Perm C/M:  Cover installed over conveyors to prevent access to rejects.",NULL,NULL,NULL,NULL,NULL,NULL
2769,,Honda,Honda Pilot Meter - Vertical Lines on Display,Closed,206,NULL,NA00008561,,,,,,"1. Customer Complaint:   -Honda Alabama AAP (formally known as HMA) reported a Honda Pilot meter with vertical lines on the center screen display.   -The vertical lines prevent the speedometer from being displayed (FMVSS requirement).  2. Background:  Occurrence #1 (Date: 6/1/2021)  -Claim was issued as a B-Rank by AAP   -Claim was disputed based on:  -Meter history showed part passed first time through all DMTN processes from sub-assyto burn-in  -Video footage shows no abnormalities in SMD, TFT assyBooth, Final assy, Burn-in, or warehouse  -Video confirms meter was functioning correctly at the end of the burn-in process  -Assumption was part was dropped after shipping from DENSO.   Occurrence #2 (Date: 6/15/21)  -Claim was issued as a C-Rank by MAP (Hondaâ€™s new re-organization), however management judged it as A-Rank  -All background details are the same as occurrence #1  3. Current Sta...",,NULL,NULL,NULL,NULL,NULL,NULL
2768,Yuhi Sasaki,Toyota,"TMNA/TCI Multiple MY & Models - 12.3"" Digital Combination Meter Blank - Faulty eMMC",Cause Identified,206,NULL,NA00010545,,,DNJP,DNJP,,"Customer states the combination meter (12.3"" digital) is going blank or black screen.",New Models: eMMC model change (to issue ECI)  Mass Production: eMMC model change  (to issue ECI)  Vehicle already in the field: Meter software change (considering F/F)Revised P/N:- 83800-4AE10/11/12/14 => 83800-4AE80- 83800-4AD90/91/92/93 => 83800-4AE60,NULL,NULL,NULL,NULL,NULL,NULL
2767,,TASA,"<Argentina-IMV>MAF sensor malfunction, DTC P2006",Trend Watching,172,NULL,NA00007104,,,,,,Customer went to dealer complaining E/G lack of power & warning light was ON in combimeter.,,NULL,NULL,NULL,NULL,NULL,NULL
2766,Andrew Prete,Honda,23MY Pilot O2 Sensor CEL,Closed,173,NULL,NA00009772,,,,,,"All customers mention CEL. Only n=1 mentioned smoke coming out of hood. ","N/A.  Non-DN issue. ",NULL,NULL,NULL,NULL,NULL,NULL
2765,Andrew Prete,Honda,22MY CRV Hybrid IHX Pipe Leak,Closed,129,NULL,NA00009264,,,,,,Customers complain about A/C not blowing cold. N=5 returned parts were leak tested by Honda Market Quality and showed leaks.  N=1 leak from flare less brazing joint.  N=1 leak through connector brazing joint.  N=3 leak from service valve braze,"Leak through connector brazing joint: Change the actual air cooling lines material (flexible aluminum) to rigid line (stainless steel) in order to not lose the adjustment. Add check point for air cooling lines direction (covered by temporary w.i. until permanent action is in place.  Leak through flare less brazing joint: Add a cover to braze ring container to avoid that water fall in it. Water change of brazing machine container will be done weekly through check sheet (to make it a mandatory activity).  Leak at service valve braze: Replace the holding tooling. Change the material in the holding tooling from steel to AlSl D2 + Heat treatment (to avoid wear). Add new material of tooling in the drawing. Daily control check of ""pipe slip-rotate facet"" -> Pipe must not rotate when it is held by chuck of the hole fixture. Add control check of 100% by deformation in the tube. Daily control chec...",NULL,NULL,NULL,NULL,NULL,NULL
2764,David Sumner,Subaru,24MY Subaru Crosstrek Compressor Refrigerant Leaks (73111FN00A),Under Investigation,107,NULL,NA00010560,,,TICO,TACG,,"Compressor were returned by ""Refrigerant Leak""",,NULL,NULL,NULL,NULL,NULL,NULL
2763,Joe McAllister,Stellantis,22MY RAM DT Heater Core Leaking,Trend Watching,123,NULL,NA00010615,,,DIAM,DMMI,,Crack from tube under the foam packing across the heater core.  This seems to be from colder areas.,,NULL,NULL,NULL,NULL,NULL,NULL
2762,Ryan Mowery,Honda,[HONDA] Acura Integra HUD Mirror Calibration,Under Investigation,203,NULL,NA00010565,,,,DNMX,,"Customer complains HUD is inop (no image) or will not adjust vertical position on windshield.  Repair technicians replace HUD and customer does not return for additional repairs. ",,NULL,NULL,NULL,NULL,NULL,NULL
2761,Andrew Prete,Honda,24MY CRV Radiator Damage - 0-day Failures,Closed,144,NULL,NA00010442,,,,,,"Honda Market Quality analyzed n=4 0-day failure radiators with significant impact damage to tubes /fins on the  engine side of the radiator near the bottom-driver side corner. ",No countermeasure implementation as damage occurred at OEM facility.,NULL,NULL,NULL,NULL,NULL,NULL
2760,,Toyota,[TMNA/TCI] 24MY Land Cruiser 250 - HVAC abnormal whistle noise from face vent (foot mode),Under Investigation,114,NULL,NA00010510,,,DNJP,DNJP,,"Whistling sound can be heard from Face center vent when air outlet is foot mode.  See attached file for detail.  Duplication conditions   Outlet: Foot  Set temperature: Under 24.5C (76F)  Noise sound frequency  Around 1000 Hz  ",,NULL,NULL,NULL,NULL,NULL,NULL
2759,,TASA,"<PERU-IMV> ECU malfunction, E/G sudden stop, DTC P2142",Trend Watching,164,NULL,NA00005882,,,,,,"Customer complaint: he reports that he was driving, and suddenly MIL turned on and engine turned OFF. After, he restarted engine and went to dealer workshop.",,NULL,NULL,NULL,NULL,NULL,NULL
2758,Andrew Prete,Honda,[HONDA] Civic Compressor Seizure due to low lubricant,Closed,107,NULL,NA00010385,,,,,,A/C not cooling due to seized compressor.,No countermeasure implemented at DN since non-DN issue.,NULL,NULL,NULL,NULL,NULL,NULL
2757,,MAZDA MOTOR,Mazda CX30 20MY Stall Vehicle,Trend Watching,239,NULL,NA00008503,,,,,,,NA,NULL,NULL,NULL,NULL,NULL,NULL
2756,,Honda,12MY Pilot - Fuel Pump Module - Hard to start,Closed,197,NULL,NA00001315,,,,,,12MY Pilot is hard to crank (hard to start). Fuel Pumps replaced and tested NTF.,,NULL,NULL,NULL,NULL,NULL,NULL
2754,,Toyota,TMS/TCI_TOYOTA [12MY Camry] Power steering INOP due to C1513 [A-6],Closed,239,NULL,NA00000910,,,,,,"Warning light came on and there is no power steering. tech started the car and the steering was operational. after performing a health check the steering went away once moce. after a key cycle the steering came back.    customer has returned stating she lost p/s in a twisty road on a cold morning. have found c1513 in dtc history.    TRQ1 output is around 2.5V when not applied torque.  However, FFD show TRQ1 is around 2.8V. suspected TRQ1.  Also, TRQ1+TRQ2 is 5.343V (Spec:4.75V-5.25V)    ã‚¹ï¿½?ã‚¢ãƒªãƒ³ã‚°ã®ã‚¦ã‚©ãƒ¼ãƒ‹ãƒ³ã‚°ãŒç‚¹ç¯ã—ï¿½?ï¿½ã‚¹ï¿½?ã‚¢ãƒªãƒ³ã‚°ãŒã‚¢ã‚·ã‚¹ãƒˆã—ãªããªã£ãŸã¨ã®ç”³ã—ï¿½?ï¿½ã€‚ãƒ‡ã‚£ãƒ¼ãƒ©ãƒ¼ã§ç‚¹æ¤œã™ã‚‹ã‚‚å†ç¾ã•ã›ã‚‹äº‹ãŒå‡ºæ¥ãšï¿½?ï¿½ï¿½?åº¦ã€ãƒ¦ãƒ¼ã‚¶ã¸è»Šä¸¡ã‚’è¿”å´ã—ãŸãŒï¿½?ï¿½å¾Œæ—¥ã€èµ°è¡Œä¸­ã«å†åº¦ã€ã‚¹ï¿½?ã‚¢ãƒªãƒ³ã‚°ãŒåŠ¹ã‹ãªããªã£ãŸã¨ã®ç”³ã—ï¿½?ï¿½ã§å…¥åº«ï¿½?    FFDã‚ˆã‚Šï¿½?é€šå¸¸ã‚¹ï¿½?ã‚¢ãƒªãƒ³ã‚°ãƒˆãƒ«ã‚¯ãŒæŽ›ã‹ã£ã¦ï¿½?ãªï¿½?çŠ¶æ…‹ã«ã‚‚ä¿‚ã‚ã‚‰ãšã€TRQ1å‡ºåŠ›ï¿½?ï¿½2.8Vã¨ãªã£ã¦ãŠã‚Šç•°å¸¸ã€‚åˆã€TRQ1+TRQ2ã®å€¤ï¿½?5.343Vã§è¦ï¿½?ï¿½ã‚’å¤–ã‚Œã¦",C/M        : Added voltage checking process at DN shipment. (2011/10/5-)  å¯¾ç­–ï¿½???ï¿½?9æœˆã«TKMã§ç™ºç”Ÿã—ãŸï¾Žï¾Ÿï½¼?ï¿½ï¿½ï½¼?ï¿½ï¿½?ï¿½ï¿½ï½¾?ï¿½ï¿½ï½»ç´ï¿½?ï¿½ä¸è‰¯?ï¿½ï¿½å¤–éƒ¨?ï¿½ï¿½?ï¿½ï¿½?ï¿½ï¿½?ï¿½ï¿½ã§ICç ´å£Šï¼‰ã«å¯¾ã—æ¤œæŸ»å¼·åŒ–æ¸ˆã¿?ï¿½?10/5?ï¿½ï¿½ï¿½?,NULL,NULL,NULL,NULL,NULL,NULL
2753,Katsuyuki Adachi,HANYOU,test,Trend Watching,239,NULL,NA00010028,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
2752,Garrett Clampitt,OTHER,GM 20-21MY (Malibu) SGE [Cam Sensor] ï¿½? P0365P/0366 Post C/M,Under Investigation,161,NULL,NA00008278,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
2751,,Honda,21MY Odyssey Korea Destination HVAC - Wrong Filter (SoC regulation),Closed,114,NULL,NA00008301,,,,,,"1. Customer Complaint:   N = 138 HVACs were supplied to Honda Alabama (HMA) with the wrong filter  qCorrect: Free of BPR regulated substance (No zirconium silver phosphate)  qWrong: Contains BPR regulated substance (zirconium silver phosphate)  Note: Wrong filter is used on other destination HVAC  2. Background:  Nov 30th 2019 DENSO releases internal ECI to change the filter applied to Korean  Jan 1st 2020 - Korean SoC regulation (BPR standard) goes into effect   Jan 8th 2020 - DMAR ships n=1 Korea HVAC filter to HMA as part of new model     trial build  Nov 30th 2019 ï¿½? Nov 25th 2020 - DMAR fails to implement the ECI. MFG line is never updated to account for new filter.  Nov 25th 2020 - DMAR ships first mass production order to HMA. All HVACs contain wrong filter.  Nov 25th ï¿½? Dec 15th 2020 - DMAR makes 15 shipments that contain Korea   destination HVACs  December 15th,   DMAR recognizes ...","Why  Made:   1.  Vision  system updated and pick bin sensor installed  2. BoM updated  3. Implement same ECI tracking tool  as DMMI.  4. Establish same roles and  responsibilities (RASIC) as DMMI for ECI management.  5. Install same ECI management /  notification system as DMMI  6. TAC will lead DMAR to improve  performance  Why  Shipped:   1. Vision system safe launch  verification (DMAR QA confirming 100% of Korean Destination HVACs to ensure  filter is correct until HMA approves perm C/Ms.)  2. Make clear Initial Sample  Inspection (ISI) TAC Rule and Procedure  (Add  ISI for ""first Mass Production"" timing and as well as inspect all  variations during NM builds)  ",NULL,NULL,NULL,NULL,NULL,NULL
2750,,Ford,24 MY Ford Bronco - Meter TFT Screen Goes Blank,Under Investigation,206,NULL,NA00010489,,,DIAM,DNMX-A,TFDM,N=1 IC failure due to FM,,NULL,NULL,NULL,NULL,NULL,NULL
2749,,Toyota,TOYOTA NAVIGATION DISC,Closed,239,NULL,NA00002442,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
2748,Andrew Prete,Honda,[HONDA] AP2T Alternator Corrosion,Under Investigation,183,NULL,NA00010587,,,,,,"Previous investigation found:   â€¢Results of visual analysis include  nameplate shrinkage; water covered trace; stator core rusted; bearing internals  are rusted  â€¢Material Analysis conducted testing  on deposits found on all ACGs and found it to be Cl (saltwater ingression)  ",,NULL,NULL,NULL,NULL,NULL,NULL
2747,Yuta Ito,Subaru,ã€SUBARUã€‘CP1.5 25MY Outback/Legacy CCU RC5.2 update failed,Trend Watching,208,NULL,NA00010612,,,DNJP,DMTN-203,,RC5.2 SW update can't success to vehicle. ã€Backgroundã€‘There were DCM communication issue in 2024. The cause was difference of MY between DCM(25MY) and CCU(24MY).Failure mode is below.C/M was implemented by SW of CCU but responsibility has SUBARU design.C/M SW was release on Jan 17th 25'Tech call were increased after TSB released.<Failure mode at CCU-No Function->FOTAMOTAValet Alert ModeRemote vehicle configuration,,NULL,NULL,NULL,NULL,NULL,NULL
